#ClinGen Region Curation Results
#24 Nov,2021
#Genomic Locations are reported on GRCh38 (hg38): GCF_000001405.36
#https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen
#to create link: https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_region.cgi?id=key
#ISCA ID	ISCA Region Name	cytoBand	Genomic Location	Haploinsufficiency Score	Haploinsufficiency Description	Haploinsufficiency PMID1	Haploinsufficiency PMID2	Haploinsufficiency PMID3	Haploinsufficiency PMID4	Haploinsufficiency PMID5	Haploinsufficiency PMID6	Triplosensitivity Score	Triplosensitivity Description	Triplosensitivity PMID1	Triplosensitivity PMID2	Triplosensitivity PMID3	Triplosensitivity PMID4	Triplosensitivity PMID5	Triplosensitivity PMID6	Date Last Evaluated	Loss phenotype OMIM ID	Triplosensitive phenotype OMIM ID
ISCA-46593	4q13.3 population region (DGV_Gold_Standard_June_2021_gssvL91223)	4q13.3	chr4:74416911-74457464	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-06		
ISCA-46592	3q29 population region (DGV_Gold_Standard_June_2021_gssvG26791)	3q29	chr3:195649717-195766662	0	No evidence available							40	Dosage sensitivity unlikely							2021-08-06		
ISCA-46591	3p12.3 population region (DGV_Gold_Standard_June_2021_gssvL82434)	3p12.3	chr3:75518194-75532541	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-06		
ISCA-46590	3p12.3 population region (DGV_Gold_Standard_June_2021_gssvL82397)	3p12.3	chr3:75373756-75595473	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-06		
ISCA-46589	3q29 population region (DGV_Gold_Standard_June_2021_gssvL86947)	3q29	chr3:195653407-195742693	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-06		
ISCA-46588	3q25.31 population region (DGV_Gold_Standard_June_2021_gssvL85294)	3q25.31	chr3:155760377-155780857	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-06		
ISCA-46587	3q11.2 population region (DGV_Gold_Standard_June_2021_gssvL83307)	3q11.2	chr3:98168648-98200490	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-06		
ISCA-46586	3q11.2 population region (DGV_Gold_Standard_June_2021_gssvL83303)	3q11.2	chr3:98159451-98204582	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-06		
ISCA-46585	2q37.3 population region (DGV_Gold_Standard_June_2021_gssvL70815)	2q37.3	chr2:241930711-242070030	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-06		
ISCA-46584	2q21.1 population region (DGV_Gold_Standard_June_2021_gssvL66075)	2q21.1	chr2:130036309-130065676	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-06		
ISCA-46583	2p11.2 population region (DGV_Gold_Standard_June_2021_gssvL64514)	2p11.2	chr2:90121435-90124718	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-06		
ISCA-46582	2p11.2 population region (DGV_Gold_Standard_June_2021_gssvL64458)	2p11.2	chr2:90005627-90022201	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-06		
ISCA-46581	2p11.2 population region (DGV_Gold_Standard_June_2021_gssvL64445)	2p11.2	chr2:90210510-90237066	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-06		
ISCA-46580	2p11.2 population region (DGV_Gold_Standard_June_2021_gssvL64421)	2p11.2	chr2:89159760-89213455	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-06		
ISCA-46579	2p11.2 population region (DGV_Gold_Standard_June_2021_gssvL64418)	2p11.2	chr2:90005741-90063995	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-06		
ISCA-46578	2p11.2 population region (DGV_Gold_Standard_June_2021_gssvL64414)	2p11.2	chr2:89967024-90013408	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-06		
ISCA-46577	1q44 population region (DGV_Gold_Standard_June_2021_gssvL8958)	1q44	chr1:248592354-248595177	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-06		
ISCA-46576	1q44 population region (DGV_Gold_Standard_June_2021_gssvL8766)	1q44	chr1:248593579-248634508	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-06		
ISCA-46575	1q41 population region (DGV_Gold_Standard_June_2021_gssvL7905)	1q41	chr1:222199866-222208120	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-06		
ISCA-46574	1q24.2 population region (DGV_Gold_Standard_June_2021_gssvL5980)	1q24.2	chr1:168055320-168056494	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-06		
ISCA-46573	1q23.3 population region (DGV_Gold_Standard_June_2021_gssvL5778)	1q23.3	chr1:161600533-161628390	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-06		
ISCA-46572	1q21.3 population region (DGV_Gold_Standard_June_2021_gssvL5433)	1q21.3	chr1:152582450-152602872	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-06		
ISCA-46571	1q21.2 population region (DGV_Gold_Standard_June_2021_gssvL5166)	1q21.2	chr1:143713202-143723502	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-06		
ISCA-46570	1q21.2 population region (DGV_Gold_Standard_June_2021_gssvL5133)	1q21.2	chr1:143657400-143709403	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-06		
ISCA-46569	1q21.2 population region (DGV_Gold_Standard_June_2021_gssvL5122)	1q21.2	chr1:148383996-148441436	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-06		
ISCA-46568	1p31.3 population region (DGV_Gold_Standard_June_2021_gssvL3013)	1p31.3	chr1:64374229-64386185	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-06		
ISCA-46567	1p31.3 population region (DGV_Gold_Standard_June_2021_gssvL2940)	1p31.3	chr1:62188989-62191539	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-06		
ISCA-46566	1p36.12 population region (DGV_Gold_Standard_June_2021_gssvL1420)	1p36.12	chr1:21986630-22009219	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-06		
ISCA-46565	1p36.13 population region (DGV_Gold_Standard_June_2021_gssvL1195)	1p36.13	chr1:16682950-16686282	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-06		
ISCA-46564	1p36.21 population region (DGV_Gold_Standard_June_2021_gssvL1109)	1p36.21	chr1:15826172-15829022	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-06		
ISCA-46563	1p36.21 population region (DGV_Gold_Standard_June_2021_gssvL1108)	1p36.21	chr1:15825195-15829107	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-06		
ISCA-46562	1p36.21 population region (DGV_Gold_Standard_June_2021_gssvL905)	1p36.21	chr1:12839542-12864430	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-06		
ISCA-46561	1p36.21 population region (DGV_Gold_Standard_June_2021_gssvL891)	1p36.21	chr1:12826782-12882210	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-06		
ISCA-46560	1p36.21 population region (DGV_Gold_Standard_June_2021_gssvL889)	1p36.21	chr1:13366389-13447984	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-06		
ISCA-46559	1q21.3 population region (DGV_Gold_Standard_June_2021_gssvG2465)	1q21.3	chr1:152789019-152801061	0	No evidence available							40	Dosage sensitivity unlikely							2021-08-06		
ISCA-46558	1p13.3 population region (DGV_Gold_Standard_June_2021_gssvG1423)	1p13.3	chr1:108374690-108457706	0	No evidence available							40	Dosage sensitivity unlikely							2021-08-06		
ISCA-46557	1p36.21 population region (DGV_Gold_Standard_June_2021_gssvG371)	1p36.21	chr1:12837756-12862385	0	No evidence available							40	Dosage sensitivity unlikely							2021-08-06		
ISCA-46556	1p36.33 population region (DGV_Gold_Standard_June_2021_gssvG23)	1p36.33	chr1:777659-820629	0	No evidence available							40	Dosage sensitivity unlikely							2021-08-06		
ISCA-46554	1p36.33 population region ((DGV_Gold_Standard_June_2021_gssvG23))	1p36.33	chr1:777659-820629	0	No evidence available							40	Dosage sensitivity unlikely							2021-08-06		
ISCA-46553	3q24 Region (includes ZIC1)	3q24	chr3:136684193-148623326	3	Sufficient evidence for dosage pathogenicity	15338008	21204220	21471554	28503614	22067867		0	No evidence available							2021-07-19		
ISCA-46552	Yq11.223 population region (gnomAD-SV_v2.1_DUP_Y_55057)	Yq11.223	chrY:21878052-21923853	0	No evidence available							40	Dosage sensitivity unlikely							2021-08-03		
ISCA-46551	Yq11.223 population region (gnomAD-SV_v2.1_DUP_Y_55049)	Yq11.223	chrY:21495113-21551414	0	No evidence available							40	Dosage sensitivity unlikely							2021-08-03		
ISCA-46550	Xq28 population region (gnomAD-SV_v2.1_DEL_X_190964)	Xq28	chrX:156008634-156019835	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-03		
ISCA-46549	Xq28 population region (gnomAD-SV_v2.1_DEL_X_190749)	Xq28	chrX:154246526-154256527	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-03		
ISCA-46548	Xq28 population region (gnomAD-SV_v2.1_DEL_X_190688)	Xq28	chrX:153072616-153082817	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-03		
ISCA-46547	Xq26.3 population region (gnomAD-SV_v2.1_DEL_X_189893)	Xq26.3	chrX:135831689-135847890	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-03		
ISCA-46546	Xq26.3 population region (gnomAD-SV_v2.1_DEL_X_189886)	Xq26.3	chrX:135779496-135786197	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-03		
ISCA-46545	Xq24 population region (gnomAD-SV_v2.1_DEL_X_189263)	Xq24	chrX:120943262-120986146	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-03		
ISCA-46544	Xq24 population region (gnomAD-SV_v2.1_DEL_X_189262)	Xq24	tbd	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-03		
ISCA-46543	Xp11.23 population region (gnomAD-SV_v2.1_DUP_X_53157)	Xp11.23	chrX:49574396-49592297	0	No evidence available							40	Dosage sensitivity unlikely							2021-08-03		
ISCA-46542	Xp11.23 population region (gnomAD-SV_v2.1_DUP_X_53155)	Xp11.23	chrX:49564396-49578797	0	No evidence available							40	Dosage sensitivity unlikely							2021-08-03		
ISCA-46541	Xp11.23 population region (gnomAD-SV_v2.1_DUP_X_53151)	Xp11.23	chrX:49528396-49554047	0	No evidence available							40	Dosage sensitivity unlikely							2021-08-03		
ISCA-46540	Xp11.23 population region (gnomAD-SV_v2.1_DUP_X_53149)	Xp11.23	chrX:49331318-49342419	0	No evidence available							40	Dosage sensitivity unlikely							2021-08-03		
ISCA-46539	Xp11.23 population region (gnomAD-SV_v2.1_DEL_X_186156)	Xp11.23	chrX:49319820-49329571	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-03		
ISCA-46538	22q13.1 population region (gnomAD-SV_v2.1_DEL_22_182715)	22q13.1	chr22:38962303-38992410	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-03		
ISCA-46537	22q11.23 population region (gnomAD-SV_v2.1_DEL_22_181682)	22q11.23	tbd	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-03		
ISCA-46536	22q11.23 population region (gnomAD-SV_v2.1_DEL_22_181680)	22q11.23	chr22:23982108-23992009	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-03		
ISCA-46535	22q11.23 population region (gnomAD-SV_v2.1_DEL_22_181679)	22q11.23	chr22:23973810-23980811	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-03		
ISCA-46534	22q11.23 population region (gnomAD-SV_v2.1_DEL_22_181670)	22q11.23	chr22:23931956-23969110	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-03		
ISCA-46533	22q11.21 population region (gnomAD-SV_v2.1_DEL_22_181532)	22q11.21	chr22:21207910-21215111	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-03		
ISCA-46532	22q11.21 population region (gnomAD-SV_v2.1_DEL_22_181459)	22q11.21	chr22:21324131-21329132	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-03		
ISCA-46531	22q11.21 population region (gnomAD-SV_v2.1_DEL_22_181452)	22q11.21	chr22:18601732-18607733	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-03		
ISCA-46530	22q11.21 population region (gnomAD-SV_v2.1_DEL_22_181446)	22q11.21	chr22:18516557-18521633	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-03		
ISCA-46529	22q11.21 population region (gnomAD-SV_v2.1_DEL_22_181316)	22q11.21	chr22:18751086-18759487	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-03		
ISCA-46528	21q22.3 population region (gnomAD-SV_v2.1_DEL_21_181010)	21q22.3	chr21:46161013-46162994	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-03		
ISCA-46527	21q11.2 population region (gnomAD-SV_v2.1_DEL_21_178683)	21q11.2	chr21:13640478-13662379	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-03		
ISCA-46526	21q11.2 population region (gnomAD-SV_v2.1_DEL_21_178682)	21q11.2	chr21:13622878-13628879	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-03		
ISCA-46525	21q11.2 population region (gnomAD-SV_v2.1_DEL_21_178681)	21q11.2	chr21:13608078-13613779	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-03		
ISCA-46524	19q13.42 population region (gnomAD-SV_v2.1_DEL_19_173817)	19q13.42	chr19:54856544-54861645	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-03		
ISCA-46523	19q13.42 population region (gnomAD-SV_v2.1_DEL_19_173816)	19q13.42	chr19:54849044-54858545	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-03		
ISCA-46522	19q13.42 population region (gnomAD-SV_v2.1_DEL_19_173812)	19q13.42	chr19:54803444-54812145	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-03		
ISCA-46521	19q13.42 population region (gnomAD-SV_v2.1_DEL_19_173811)	19q13.42	chr19:54790047-54812548	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-03		
ISCA-46520	19q13.42 population region (gnomAD-SV_v2.1_DEL_19_173809)	19q13.42	chr19:54781547-54786548	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-03		
ISCA-46519	19q13.42 population region (gnomAD-SV_v2.1_DEL_19_173807)	19q13.42	chr19:54774547-54781548	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-03		
ISCA-46518	19q13.42 population region (gnomAD-SV_v2.1_DEL_19_173806)	19q13.42	chr19:54766547-54776548	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-04		
ISCA-46517	19q13.42 population region (gnomAD-SV_v2.1_DEL_19_173805)	19q13.42	chr19:54763397-54770148	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-04		
ISCA-46516	19q13.42 population region (gnomAD-SV_v2.1_DEL_19_173803)	19q13.42	chr19:54745547-54777548	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-04		
ISCA-46515	19q13.42 population region (gnomAD-SV_v2.1_DEL_19_173802)	19q13.42	chr19:54740153-54745554	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-04		
ISCA-46514	19q13.42 population region (gnomAD-SV_v2.1_DEL_19_173801)	19q13.42	chr19:54739307-54755684	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-04		
ISCA-46513	19q13.42 population region (gnomAD-SV_v2.1_DEL_19_173800)	19q13.42	chr19:54734133-54739234	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-04		
ISCA-46512	19q13.42 population region (gnomAD-SV_v2.1_DEL_19_173749)	19q13.42	chr19:54297004-54303769	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-04		
ISCA-46511	19q13.41 population region (gnomAD-SV_v2.1_DEL_19_173549)	19q13.41	chr19:52812971-52820472	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-04		
ISCA-46510	19q13.41 population region (gnomAD-SV_v2.1_DEL_19_173445)	19q13.41	chr19:51631046-51645747	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-04		
ISCA-46509	19q13.41 population region (gnomAD-SV_v2.1_DEL_19_173443)	19q13.41	chr19:51624746-51636147	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-04		
ISCA-46508	19q13.31 population region (gnomAD-SV_v2.1_DEL_19_172626)	19q13.31	chr19:43196847-43211848	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-04		
ISCA-46507	19q13.31 population region (gnomAD-SV_v2.1_DEL_19_172625)	19q13.31	chr19:43196814-43260657	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-04		
ISCA-46506	19q13.12 population region (gnomAD-SV_v2.1_DEL_19_172006)	19q13.12	chr19:35360097-35372373	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-04		
ISCA-46505	19p13.2 population region (gnomAD-SV_v2.1_DUP_19_46817)	19p13.2	chr19:7019163-7060489	0	No evidence available							40	Dosage sensitivity unlikely							2021-08-04		
ISCA-46504	17q21.31 population region (gnomAD-SV_v2.1_DEL_17_160670)	17q21.31	chr17:46560633-46575634	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-04		
ISCA-46503	17q21.31 population region (gnomAD-SV_v2.1_DEL_17_160664)	17q21.31	chr17:46326533-46332534	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-04		
ISCA-46502	17q21.31 population region (gnomAD-SV_v2.1_DEL_17_160663)	17q21.31	chr17:46323833-46341084	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-04		
ISCA-46501	17q21.31 population region (gnomAD-SV_v2.1_DEL_17_160662)	17q21.31	chr17:46321733-46328334	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-04		
ISCA-46500	17q21.31 population region (gnomAD-SV_v2.1_DEL_17_160659)	17q21.31	chr17:46304333-46309634	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-04		
ISCA-46499	17q21.31 population region (gnomAD-SV_v2.1_DEL_17_160658)	17q21.31	chr17:46291633-46302634	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-04		
ISCA-46498	17q21.2 population region (gnomAD-SV_v2.1_DUP_17_44064)	17q21.2	chr17:41375714-41383037	0	No evidence available							40	Dosage sensitivity unlikely							2021-08-04		
ISCA-46497	17q21.2 population region (gnomAD-SV_v2.1_DEL_17_160290)	17q21.2	chr17:41265541-41275893	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-04		
ISCA-46496	17q21.2 population region (gnomAD-SV_v2.1_DEL_17_160287)	17q21.2	chr17:41227747-41238748	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-04		
ISCA-46495	17p11.2 population region (gnomAD-SV_v2.1_DEL_17_159095)	17p11.2	chr17:19111686-19150687	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-04		
ISCA-46494	17p11.2 population region (gnomAD-SV_v2.1_DEL_17_159047)	17p11.2	chr17:18426684-18561836	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-04		
ISCA-46493	16q22.1 population region (gnomAD-SV_v2.1_DUP_16_42449)	16q22.1	chr16:70060340-70209053	0	No evidence available							40	Dosage sensitivity unlikely							2021-08-04		
ISCA-46492	16p11.2 population region (gnomAD-SV_v2.1_DEL_16_153860)	16p11.2	chr16:32644678-32790679	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-04		
ISCA-46491	16p11.2 population region (gnomAD-SV_v2.1_DUP_16_42022)	16p11.2	chr16:32008678-32084679	0	No evidence available							40	Dosage sensitivity unlikely							2021-08-04		
ISCA-46490	16p11.2 population region (gnomAD-SV_v2.1_DEL_16_153573)	16p11.2	chr16:28753678-28760679	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-04		
ISCA-46489	16p11.2 population region (gnomAD-SV_v2.1_DEL_16_153568)	16p11.2	chr16:28703778-28759679	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-04		
ISCA-46488	16p12.3 population region (gnomAD-SV_v2.1_DEL_16_152900)	16p12.3	chr16:18321142-18327143	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-12		
ISCA-46487	16p13.11 population region (gnomAD-SV_v2.1_DEL_16_152730)	16p13.11	chr16:16235742-16270493	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-23		
ISCA-46485	16p13.12 population region (gnomAD-SV_v2.1_DEL_16_152600)	16p13.12	chr16:14689142-14759293	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-09		
ISCA-46484	16p13.12 population region (gnomAD-SV_v2.1_DEL_16_152599)	16p13.12	chr16:14688342-14711143	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-09		
ISCA-46483	16p13.3 population region (gnomAD-SV_v2.1_DEL_16_151010)	16p13.3	tbd	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-09		
ISCA-46482	15q14 population region (gnomAD-SV_v2.1_DEL_15_146739)	15q14	chr15:34434156-34580684	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-09		
ISCA-46481	15q14 population region (gnomAD-SV_v2.1_DEL_15_146738)	15q14	chr15:34417925-34564356	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-09		
ISCA-46480	15q13.3 population region (gnomAD-SV_v2.1_DEL_15_146627)	15q13.3	chr15:32593998-32605799	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-17		
ISCA-46479	15q13.3 population region (gnomAD-SV_v2.1_DEL_15_146625)	15q13.3	chr15:32572798-32605799	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-09		
ISCA-46478	15q13.3 population region (gnomAD-SV_v2.1_DEL_15_146614)	15q13.3	chr15:32482798-32487799	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-09		
ISCA-46477	15q13.3 population region (gnomAD-SV_v2.1_DEL_15_146612)	15q13.3	chr15:32451798-32462899	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-09		
ISCA-46476	15q13.3 population region (gnomAD-SV_v2.1_DEL_15_146609)	15q13.3	chr15:32400798-32405799	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-09		
ISCA-46475	15q13.3 population region (gnomAD-SV_v2.1_DUP_15_39790)	15q13.3	chr15:32398573-32442049	0	No evidence available							40	Dosage sensitivity unlikely							2021-08-09		
ISCA-46474	15q13.2 population region (gnomAD-SV_v2.1_DEL_15_146467)	15q13.2	chr15:30555746-30590897	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-17		
ISCA-46473	15q13.2 population region (gnomAD-SV_v2.1_DEL_15_146464)	15q13.2	chr15:30532996-30560897	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-17		
ISCA-46472	15q13.2 population region (gnomAD-SV_v2.1_DEL_15_146452)	15q13.2	chr15:30400796-30432997	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-17		
ISCA-46471	15q13.2 population region (gnomAD-SV_v2.1_DEL_15_146453)	15q13.2	chr15:30140795-30590897	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-09		
ISCA-46470	15q13.2 population region (gnomAD-SV_v2.1_DEL_15_146428)	15q13.2	chr15:30089745-30146297	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-09		
ISCA-46469	15q11.2 population region (gnomAD-SV_v2.1_DEL_15_145837)	15q11.2	chr15:20836720-20850971	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-09		
ISCA-46468	15q11.2 population region (gnomAD-SV_v2.1_DEL_15_145826)	15q11.2	chr15:20523935-20540286	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-09		
ISCA-46467	14q11.2 population region (gnomAD-SV_v2.1_DEL_14_140616)	14q11.2	chr14:23998790-24004791	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-09		
ISCA-46466	12q12 population region (gnomAD-SV_v2.1_DEL_12_127735)	12q12	chr12:40480964-40482622	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-09		
ISCA-46465	12p11.23 population region (gnomAD-SV_v2.1_DEL_12_126677)	12p11.23	chr12:27495208-27502230	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-09		
ISCA-46464	12p13.2 population region (gnomAD-SV_v2.1_DEL_12_125610)	12p13.2	chr12:11073400-11098001	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-09		
ISCA-46463	12p13.2 population region (gnomAD-SV_v2.1_DEL_12_125568)	12p13.2	chr12:10429000-10435076	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-09		
ISCA-46462	12p13.2 population region (gnomAD-SV_v2.1_DEL_12_125567)	12p13.2	chr12:10428945-10444404	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-09		
ISCA-46461	12p13.31 population region (gnomAD-SV_v2.1_DUP_12_33971)	12p13.31	chr12:8208853-8238300	0	No evidence available							40	Dosage sensitivity unlikely							2021-08-09		
ISCA-46460	11q14.3 population region (gnomAD-SV_v2.1_DEL_11_121860)	11q14.3	chr11:90029831-90050232	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-09		
ISCA-46459	11q14.3 population region (gnomAD-SV_v2.1_DUP_11_33042)	11q14.3	chr11:89786909-89923863	0	No evidence available							40	Dosage sensitivity unlikely							2021-08-09		
ISCA-46458	11q11 population region (gnomAD-SV_v2.1_DEL_11_119564)	11q11	chr11:55596799-55676539	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-09		
ISCA-46457	11q11 population region (gnomAD-SV_v2.1_DEL_11_119505)	11q11	chr11:55264126-55271064	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-09		
ISCA-46456	11p15.4 population region (gnomAD-SV_v2.1_DEL_11_116241)	11p15.4	chr11:7789628-7811831	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-10		
ISCA-46455	11p15.4 population region (gnomAD-SV_v2.1_DEL_11_116124)	11p15.4	chr11:5852758-5862263	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-10		
ISCA-46454	11p15.4 population region (gnomAD-SV_v2.1_DEL_11_116046)	11p15.4	chr11:4946516-4955428	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-10		
ISCA-46453	10q22.3 population region (gnomAD-SV_v2.1_DEL_10_112166)	10q22.3	chr10:79844743-79851044	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-10		
ISCA-46452	10q11.23 population region (gnomAD-SV_v2.1_DEL_10_110230)	10q11.23	chr10:50213439-50221540	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-10		
ISCA-46451	10q11.23 population region (gnomAD-SV_v2.1_DEL_10_110229)	10q11.23	chr10:50207439-50214640	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-10		
ISCA-46450	10q11.23 population region (gnomAD-SV_v2.1_DEL_10_110225)	10q11.23	chr10:50102239-50134890	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-10		
ISCA-46449	10q11.23 population region (gnomAD-SV_v2.1_DEL_10_110224)	10q11.23	chr10:50098539-50104840	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-10		
ISCA-46448	10q11.23 population region (gnomAD-SV_v2.1_DEL_10_110223)	10q11.23	chr10:50092089-50097640	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-10		
ISCA-46447	10q11.23 population region (gnomAD-SV_v2.1_DEL_10_110222)	10q11.23	chr10:50085939-50091040	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-10		
ISCA-46446	10q11.23 population region (gnomAD-SV_v2.1_DEL_10_110221)	10q11.23	chr10:50079939-50085340	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-10		
ISCA-46445	10q11.23 population region (gnomAD-SV_v2.1_DEL_10_110193)	10q11.23	chr10:73668724-73680225	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-10		
ISCA-46444	10q11.22 population region (gnomAD-SV_v2.1_DEL_10_110072)	10q11.22	chr10:46933236-46939112	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-10		
ISCA-46443	10q11.22 population region (gnomAD-SV_v2.1_DEL_10_110044)	10q11.22	chr10:47487361-47493362	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-10		
